종목명,코드,시장,섹터,현재가,갭일,갭후일수,갭크기%,거래량배수,갭시가,갭저가,박스고점,박스저점,횡보주,횡보폭%,6개월고점,성곽돌파,완전돌파,갭유지,갭시가대비%,박스위%,막돌파,사상최고가,최고가대비%,52주고점대비%,신규상장,상대강도,갭점수,투자포인트,소개
"Latham Group, Inc. - Common Stock",SWIM,US,미분류,6.27,2026-08-05,28,22.28,4.93,6.97,6.41,6.71,5.29,8.0,26.8,8.97,False,False,False,-10.04,-6.56,False,34.73,-81.9,30.1,False,36.0,58.0,- · 박스 8주 · 폭 27% · 주가강도 36점,-
Charles River Laboratories Internation,CRL,US,미분류,272.88,2026-08-05,28,14.47,2.06,267.99,252.07,242.73,169.46,9.0,43.2,242.73,True,True,True,1.82,12.42,False,460.21,-40.7,10.0,False,89.0,58.0,- · 박스 9주 · 폭 43% · 완전돌파 · 주가강도 상위 11%,-
Aya Gold & Silver Inc. - Common Shares,AYA,US,미분류,26.7,2026-08-05,28,5.9,2.27,24.25,23.93,23.08,16.76,7.0,37.7,23.08,True,True,True,10.1,15.68,False,30.4,-12.2,12.2,False,91.0,57.0,- · 박스 7주 · 폭 38% · 완전돌파 · 주가강도 상위 9% (최상위권),-
"Clear Secure, Inc. Class A Common Stoc",YOU,US,미분류,41.58,2026-08-05,28,16.22,2.89,64.77,55.81,62.73,49.5,15.0,26.7,62.73,True,False,False,-35.8,-33.72,False,69.07,-39.8,39.8,False,23.0,57.0,- · 박스 15주 · 폭 27% · 주가강도 23점,-
Kennametal Inc. Common Stock,KMT,US,미분류,29.31,2026-08-05,28,12.31,2.89,40.5,33.88,37.55,31.72,11.0,18.4,43.81,False,False,False,-27.63,-21.94,False,52.52,-44.2,33.1,False,29.0,55.0,- · 박스 11주 · 폭 18% · 주가강도 29점,-
Perrigo Company plc Ordinary Shares,PRGO,US,미분류,13.56,2026-08-05,28,17.07,2.31,12.62,12.61,11.98,9.4,12.0,27.4,15.05,False,True,True,7.45,13.19,False,215.73,-93.7,40.1,False,50.0,54.0,- · 박스 12주 · 폭 27% · 완전돌파 · 주가강도 50점,-
浙江世宝,002703.SZ,CN,미분류,15.4,2026-08-06,28,8.05,3.61,17.59,15.9,16.28,11.31,6.0,43.9,26.27,False,False,False,-12.45,-5.41,False,28.75,-46.4,46.4,False,39.0,53.0,- · 박스 6주 · 폭 44% · 주가강도 39점,-
"Assurant, Inc. Common Stock",AIZ,US,미분류,286.11,2026-08-05,28,4.56,1.81,294.14,290.0,284.64,224.24,15.0,26.9,284.64,True,True,True,-2.73,0.52,False,303.94,-5.9,5.9,False,67.0,52.0,- · 박스 15주 · 폭 27% · 완전돌파 · 주가강도 67점,-
"Gibraltar Industries, Inc. - Common St",ROCK,US,미분류,44.68,2026-08-05,28,8.16,2.06,51.98,50.77,48.27,39.31,7.0,22.8,56.35,False,True,False,-14.04,-7.44,False,103.02,-56.6,40.5,False,31.0,50.0,- · 박스 7주 · 폭 23% · 완전돌파 · 주가강도 31점,-
ACADIA Pharmaceuticals Inc. - Common S,ACAD,US,미분류,26.76,2026-08-05,28,2.98,2.98,27.96,27.8,27.31,22.01,6.0,24.1,27.31,True,True,False,-4.29,-2.01,False,58.72,-54.4,13.6,False,62.0,49.0,- · 박스 6주 · 폭 24% · 완전돌파 · 주가강도 62점,-
晓程科技,300139.SZ,CN,미분류,47.99,2026-08-06,28,9.84,2.53,49.11,44.98,46.58,32.36,9.0,43.9,91.78,False,False,True,-2.28,3.03,False,91.78,-47.7,47.7,False,79.0,49.0,- · 박스 9주 · 폭 44% · 주가강도 79점,-
OneSpan Inc. - Common Stock,OSPN,US,미분류,17.83,2026-08-05,28,8.39,2.31,17.57,16.06,16.4,12.82,10.0,27.9,16.4,True,False,True,1.48,8.72,False,44.25,-59.7,3.5,False,78.0,48.0,- · 박스 10주 · 폭 28% · 주가강도 78점,-
"Arista Networks, Inc. Common Stock",ANET,US,미분류,192.84,2026-08-05,28,10.33,2.43,210.19,191.01,194.35,154.74,7.0,25.6,194.35,True,False,False,-8.25,-0.78,False,214.89,-10.3,10.3,False,76.0,48.0,- · 박스 7주 · 폭 26% · 주가강도 76점,-
Unity Software Inc. Common Stock,U,US,미분류,43.01,2026-08-05,28,2.64,2.09,36.15,35.06,35.69,25.0,13.0,42.8,35.69,True,False,True,18.98,20.51,False,210.0,-79.5,17.5,False,83.0,46.0,- · 박스 13주 · 폭 43% · 주가강도 상위 17%,-
Elanco Animal Health Incorporated Comm,ELAN,US,미분류,23.0,2026-08-05,28,5.78,2.6,27.08,25.1,26.87,21.3,10.0,26.2,27.72,False,False,False,-15.07,-14.4,False,37.61,-38.8,17.8,False,39.0,45.0,- · 박스 10주 · 폭 26% · 주가강도 39점,-
TSE3131,3131.T,JP,미분류,6440.0,2026-08-05,28,4.44,2.31,4700.0,4475.0,4580.0,3210.0,7.0,42.7,4580.0,True,False,True,37.02,40.61,False,7200.0,-10.6,10.6,False,97.0,45.0,- · 박스 7주 · 폭 43% · 주가강도 상위 3% (최상위권),-
"Expedia Group, Inc. - Common Stock",EXPE,US,미분류,293.08,2026-08-05,28,3.51,1.9,323.0,313.46,312.75,216.18,9.0,44.7,312.75,True,True,False,-9.26,-6.29,False,342.0,-14.3,14.3,False,63.0,44.0,- · 박스 9주 · 폭 45% · 완전돌파 · 주가강도 63점,-
Innospec Inc. - Common Stock,IOSP,US,미분류,91.82,2026-08-05,28,4.13,2.18,90.28,88.05,87.85,70.3,18.0,25.0,92.14,False,True,True,1.71,4.52,False,133.71,-31.3,5.0,False,60.0,44.0,- · 박스 18주 · 폭 25% · 완전돌파 · 주가강도 60점,-
"Toast, Inc. Class A Common Stock",TOST,US,미분류,31.84,2026-08-05,28,3.76,1.72,35.08,34.55,33.99,23.79,9.0,42.9,33.99,True,True,False,-9.24,-6.33,False,69.93,-54.5,24.5,False,46.0,44.0,- · 박스 9주 · 폭 43% · 완전돌파 · 주가강도 46점,-
四川黄金,001337.SZ,CN,미분류,49.31,2026-08-06,28,6.31,2.43,46.0,43.97,44.7,31.68,8.0,41.1,73.55,False,False,True,7.2,10.31,False,73.55,-33.0,33.0,False,80.0,44.0,- · 박스 8주 · 폭 41% · 주가강도 상위 20%,-
NCR Voyix Corporation Common Stock,VYX,US,미분류,7.56,2026-08-05,28,6.53,1.9,9.46,9.13,9.29,6.61,9.0,40.5,10.11,False,False,False,-20.08,-18.62,False,35.28,-78.6,44.0,False,20.0,40.0,- · 박스 9주 · 폭 40% · 주가강도 20점,-
ZIJIN MINING,2899.HK,HK,미분류,33.3,2026-08-06,28,5.0,1.81,36.96,35.04,35.68,26.58,11.0,34.2,46.98,False,False,False,-9.9,-6.67,False,46.98,-29.1,29.1,False,37.0,40.0,- · 박스 11주 · 폭 34% · 주가강도 37점,-
中金黄金,600489.SS,CN,미분류,24.48,2026-08-06,28,5.11,1.81,25.49,24.78,24.78,17.56,11.0,41.1,41.48,False,False,False,-3.96,-1.21,False,41.48,-41.0,41.0,False,51.0,40.0,- · 박스 11주 · 폭 41% · 주가강도 51점,-
The Carlyle Group Inc. - Common Stock,CG,US,미분류,41.42,2026-08-05,28,3.0,1.72,52.16,49.29,51.16,39.6,12.0,29.2,61.48,False,False,False,-20.59,-19.04,False,69.85,-40.7,40.7,False,8.0,38.0,- · 박스 12주 · 폭 29% · 주가강도 8점,-
"Bio-Rad Laboratories, Inc. Class A Com",BIO,US,미분류,378.0,2026-08-05,28,2.14,1.52,340.0,329.6,338.42,270.0,10.0,25.3,338.42,True,False,True,11.18,11.7,False,832.7,-54.6,4.6,False,76.0,38.0,- · 박스 10주 · 폭 25% · 주가강도 76점,-
优博讯,300531.SZ,CN,미분류,14.78,2026-08-06,28,3.49,2.25,17.8,17.54,17.6,14.37,10.0,22.5,21.39,False,False,False,-16.97,-16.02,False,48.25,-69.4,31.9,False,16.0,34.0,- · 박스 10주 · 폭 22% · 주가강도 16점,-
Jackson Financial Inc. Class A Common ,JXN,US,미분류,138.21,2026-08-04,29,9.37,1.6,137.99,126.82,126.69,97.6,33.0,29.8,126.69,True,True,True,0.16,9.09,False,140.9,-1.9,1.9,False,76.0,69.0,- · 박스 33주 · 폭 30% · 완전돌파 · 주가강도 76점,-
义翘神州,301047.SZ,CN,미분류,101.0,2026-08-05,29,4.93,7.68,87.7,86.11,83.58,58.05,26.0,44.0,83.58,True,True,True,15.17,20.84,False,368.09,-72.6,27.6,False,87.0,69.0,- · 박스 26주 · 폭 44% · 완전돌파 · 주가강도 상위 13%,-
风范股份,601700.SS,CN,미분류,6.11,2026-08-05,29,9.97,8.33,6.51,5.94,5.92,4.14,18.0,43.0,7.11,False,True,True,-6.14,3.21,False,18.59,-67.1,30.4,False,68.0,68.0,- · 박스 18주 · 폭 43% · 완전돌파 · 주가강도 68점,-
Palantir Technologies Inc. - Class A C,PLTR,US,미분류,172.56,2026-08-04,29,15.52,4.3,145.15,143.28,141.97,106.37,8.0,33.5,165.08,False,True,True,18.89,21.55,False,207.52,-16.8,16.8,False,54.0,64.0,- · 박스 8주 · 폭 34% · 완전돌파 · 주가강도 54점,-
Wayfair Inc. Class A Common Stock,W,US,미분류,103.69,2026-08-04,29,23.08,4.18,109.92,108.0,97.96,75.92,7.0,29.0,109.92,False,True,False,-5.67,5.85,False,369.0,-71.9,13.6,False,65.0,64.0,- · 박스 7주 · 폭 29% · 완전돌파 · 주가강도 65점,-
ZHEJIANG SHIBAO,1057.HK,HK,미분류,3.73,2026-08-05,29,14.96,6.85,4.49,4.31,4.25,3.37,6.0,26.1,7.39,False,True,False,-16.91,-12.12,False,7.39,-49.5,49.5,False,11.0,64.0,- · 박스 6주 · 폭 26% · 완전돌파 · 주가강도 11점,-
Hillman Solutions Corp. - Common Stock,HLMN,US,미분류,7.25,2026-08-04,29,8.3,3.18,9.0,8.75,8.55,6.96,13.0,22.8,10.85,False,True,False,-19.44,-15.16,False,13.46,-46.1,33.2,False,16.0,63.0,- · 박스 13주 · 폭 23% · 완전돌파 · 주가강도 16점,-
"UFP Technologies, Inc. - Common Stock",UFPT,US,미분류,275.47,2026-08-04,29,14.01,3.11,305.0,305.0,279.49,221.38,8.0,26.2,279.49,True,True,False,-9.68,-1.44,False,366.41,-24.8,18.7,False,71.0,63.0,- · 박스 8주 · 폭 26% · 완전돌파 · 주가강도 71점,-
Zebra Technologies Corporation - Class,ZBRA,US,미분류,342.73,2026-08-04,29,13.19,2.8,330.1,329.47,300.99,235.05,6.0,28.1,303.4,True,True,True,3.83,13.87,False,615.0,-44.3,11.3,False,80.0,63.0,- · 박스 6주 · 폭 28% · 완전돌파 · 주가강도 상위 20%,-
TSE7613,7613.T,JP,미분류,1532.0,2026-08-04,29,3.29,3.01,1475.0,1473.0,1463.0,1145.0,40.0,27.8,1463.0,True,True,True,3.86,4.72,False,2733.0,-43.9,9.5,False,60.0,60.0,- · 박스 40주 · 폭 28% · 완전돌파 · 주가강도 60점,-
高乐股份,002348.SZ,CN,미분류,10.17,2026-08-05,29,9.98,3.16,12.12,11.44,11.74,8.1,6.0,44.9,16.09,False,False,False,-16.09,-13.37,False,16.09,-36.8,36.8,False,84.0,57.0,- · 박스 6주 · 폭 45% · 주가강도 상위 16%,-
Snap Inc. Class A Common Stock,SNAP,US,미분류,5.83,2026-08-04,29,5.75,2.16,5.33,5.27,5.08,4.27,6.0,19.0,6.93,False,True,True,9.38,14.76,False,83.34,-93.0,37.2,False,38.0,52.0,- · 박스 6주 · 폭 19% · 완전돌파 · 주가강도 38점,-
"AMETEK, Inc.",AME,US,미분류,234.45,2026-08-04,29,5.02,2.25,256.0,244.02,244.97,188.47,37.0,30.0,244.97,True,False,False,-8.42,-4.29,False,261.16,-10.2,10.2,False,50.0,51.0,- · 박스 37주 · 폭 30% · 주가강도 50점,-
"Broadridge Financial Solutions, Inc. C",BR,US,미분류,170.25,2026-08-04,29,6.97,1.84,168.3,167.31,167.19,133.83,18.0,24.9,201.62,False,True,True,1.16,1.83,False,271.91,-37.4,32.8,False,28.0,50.0,- · 박스 18주 · 폭 25% · 완전돌파 · 주가강도 28점,-
GeneDx Holdings Corp. - Class A Common,WGS,US,미분류,94.64,2026-08-04,29,12.0,2.72,76.0,64.28,72.95,51.51,8.0,41.6,101.94,False,False,True,24.53,29.73,False,896.94,-89.4,44.6,False,58.0,49.0,- · 박스 8주 · 폭 42% · 주가강도 58점,-
"Henry Schein, Inc. - Common Stock",HSIC,US,미분류,87.52,2026-08-04,29,5.18,2.45,90.99,87.34,89.34,69.68,11.0,28.2,89.34,True,False,False,-3.81,-2.04,False,92.68,-5.6,5.1,False,57.0,48.0,- · 박스 11주 · 폭 28% · 주가강도 57점,-
Gates Industrial Corporation Ltd. Comm,GTES,US,미분류,25.5,2026-08-04,29,2.11,1.57,30.0,29.65,29.4,22.86,16.0,28.6,29.4,True,True,False,-15.0,-13.27,False,30.34,-16.0,16.0,False,38.0,48.0,- · 박스 16주 · 폭 29% · 완전돌파 · 주가강도 38점,-
United Parks & Resorts Inc. Common Sto,PRKS,US,미분류,36.02,2026-08-04,29,9.87,1.63,50.0,44.08,49.19,38.15,9.0,28.9,49.19,True,False,False,-27.96,-26.77,False,76.57,-53.0,35.3,False,17.0,48.0,- · 박스 9주 · 폭 29% · 주가강도 17점,-
Capital Southwest Corporation - Common,CSWC,US,미분류,23.87,2026-08-04,29,2.09,1.65,24.44,24.11,24.43,19.91,40.0,22.7,24.43,True,False,False,-2.33,-2.29,False,28.41,-16.0,7.3,False,44.0,45.0,- · 박스 40주 · 폭 23% · 주가강도 44점,-
파인엠텍,441270.KQ,KR,미분류,9230.0,2026-08-04,29,5.23,1.57,7650.0,7470.0,7580.0,5340.0,6.0,41.9,12420.0,False,False,True,20.65,21.77,False,14060.0,-34.4,34.4,False,36.0,40.0,- · 박스 6주 · 폭 42% · 주가강도 36점,-
博彦科技,002649.SZ,CN,미분류,9.18,2026-08-05,29,5.14,2.14,9.81,9.61,9.64,7.73,8.0,24.7,14.63,False,False,False,-6.42,-4.77,False,31.7,-71.0,43.2,False,12.0,40.0,- · 박스 8주 · 폭 25% · 주가강도 12점,-
"Beta Technologies, Inc. Class A Common",BETA,US,미분류,20.66,2026-08-04,29,4.44,2.13,20.25,19.9,20.14,14.25,17.0,41.3,22.46,False,False,True,2.02,2.58,False,39.5,-47.7,47.7,True,,38.0,- · 박스 17주 · 폭 41%,-
TSE2121,2121.T,JP,미분류,3825.0,2026-08-03,30,10.5,5.71,3200.0,3175.0,3150.0,2449.0,37.0,28.6,3025.0,True,True,True,19.53,21.43,False,7300.0,-47.6,0.4,False,80.0,79.0,- · 박스 37주 · 폭 29% · 완전돌파 · 주가강도 상위 20%,-
TSE8005,8005.T,JP,미분류,1765.0,2026-08-03,30,8.35,3.57,1843.0,1787.0,1805.0,1597.0,12.0,13.0,1805.0,True,False,False,-4.23,-2.22,False,1915.0,-7.8,7.8,False,73.0,75.0,- · 박스 12주 · 폭 13% · 주가강도 73점,-
Atkore Inc. Common Stock,ATKR,US,미분류,94.55,2026-08-03,30,28.02,21.32,93.4,93.3,85.36,67.5,9.0,26.5,90.16,True,True,True,1.23,10.77,False,194.98,-51.5,0.1,False,83.0,72.0,- · 박스 9주 · 폭 26% · 완전돌파 · 주가강도 상위 17%,-
Bowhead Specialty Holdings Inc. Common,BOW,US,미분류,33.72,2026-08-03,30,10.64,7.72,33.85,33.5,33.2,26.9,7.0,23.4,33.2,True,True,True,-0.37,1.57,False,42.29,-20.3,3.8,False,71.0,68.0,- · 박스 7주 · 폭 23% · 완전돌파 · 주가강도 71점,-
TSE6952,6952.T,JP,미분류,2078.0,2026-08-03,30,18.45,3.7,2090.0,2032.0,1998.0,1548.0,10.0,29.1,1998.0,True,True,True,-0.57,4.0,False,2884.0,-27.9,18.1,False,82.0,67.0,- · 박스 10주 · 폭 29% · 완전돌파 · 주가강도 상위 18%,-
久盛电气,301082.SZ,CN,미분류,9.65,2026-08-04,30,8.29,7.66,11.5,10.9,10.8,7.69,9.0,40.4,15.78,False,True,False,-16.09,-10.65,False,20.92,-53.9,44.2,False,10.0,64.0,- · 박스 9주 · 폭 40% · 완전돌파 · 주가강도 10점,-
Integer Holdings Corporation Common St,ITGR,US,미분류,126.21,2026-08-03,30,3.21,24.39,125.1,124.37,123.5,86.25,11.0,43.2,123.5,True,True,True,0.89,2.19,False,146.36,-13.8,0.5,False,84.0,62.0,- · 박스 11주 · 폭 43% · 완전돌파 · 주가강도 상위 16%,-
中国核建,601611.SS,CN,미분류,10.32,2026-08-04,30,5.94,4.48,12.3,11.86,12.05,9.61,9.0,25.4,19.24,False,False,False,-16.1,-14.36,False,23.68,-56.4,48.7,False,21.0,54.0,- · 박스 9주 · 폭 25% · 주가강도 21점,-
Marcus Corporation (The) Common Stock,MCS,US,미분류,27.33,2026-08-03,30,2.82,3.24,29.92,29.75,29.75,21.37,7.0,39.2,29.75,True,False,False,-8.66,-8.13,False,45.82,-40.4,15.7,False,87.0,51.0,- · 박스 7주 · 폭 39% · 주가강도 상위 13%,-
恒银科技,603106.SS,CN,미분류,7.33,2026-08-04,30,9.98,2.56,9.04,8.9,8.92,6.17,11.0,44.6,11.19,False,False,False,-18.92,-17.83,False,23.11,-68.3,47.2,False,10.0,49.0,- · 박스 11주 · 폭 45% · 주가강도 10점,-
Lindblad Expeditions Holdings Inc.  - ,LIND,US,미분류,26.09,2026-08-03,30,4.8,2.18,31.0,30.77,30.44,24.54,6.0,24.0,30.44,True,True,False,-15.84,-14.29,False,35.0,-25.5,25.5,False,88.0,48.0,- · 박스 6주 · 폭 24% · 완전돌파 · 주가강도 상위 12%,-
Kingsoft Cloud Holdings Limited - Amer,KC,US,미분류,9.52,2026-08-03,30,3.59,2.69,11.55,11.51,11.41,8.35,7.0,36.6,18.52,False,True,False,-17.58,-16.56,False,74.67,-87.3,48.6,False,7.0,45.0,- · 박스 7주 · 폭 37% · 완전돌파 · 주가강도 7점,-
Neogen Corporation - Common Stock,NEOG,US,미분류,12.25,2026-08-03,30,2.57,2.22,12.35,11.86,12.15,8.63,9.0,40.8,12.15,True,False,True,-0.81,0.82,False,48.85,-74.9,4.7,False,90.0,45.0,- · 박스 9주 · 폭 41% · 주가강도 상위 10% (최상위권),-
"Mohawk Industries, Inc. Common Stock",MHK,US,미분류,128.97,2026-08-03,30,3.86,2.62,127.85,126.73,125.54,101.27,9.0,24.0,139.11,False,True,True,0.88,2.73,False,286.85,-55.0,8.1,False,54.0,45.0,- · 박스 9주 · 폭 24% · 완전돌파 · 주가강도 54점,-
Imax Corporation Common Stock,IMAX,US,미분류,52.77,2026-08-03,30,2.74,2.16,49.15,48.69,48.74,36.9,9.0,32.1,48.74,True,False,True,7.37,8.27,False,55.57,-5.0,5.0,False,79.0,42.0,- · 박스 9주 · 폭 32% · 주가강도 79점,-
TSE7839,7839.T,JP,미분류,2041.0,2026-08-03,30,4.87,1.86,2046.0,1988.0,2038.0,1600.0,17.0,27.4,2038.0,True,False,True,-0.24,0.15,False,2995.0,-31.9,4.8,False,56.0,42.0,- · 박스 17주 · 폭 27% · 주가강도 56점,-
"Alphatec Holdings, Inc. - Common Stock",ATEC,US,미분류,10.66,2026-08-03,30,5.04,1.73,10.0,9.86,9.94,7.77,8.0,27.9,15.22,False,False,True,6.6,7.24,False,105.6,-89.9,54.2,False,24.0,40.0,- · 박스 8주 · 폭 28% · 주가강도 24점,-
Pagaya Technologies Ltd. - Class A Ord,PGY,US,미분류,21.04,2026-08-03,30,2.25,1.81,19.7,19.64,19.6,14.08,8.0,39.2,20.52,False,True,True,6.79,7.35,False,414.0,-94.9,53.2,False,65.0,40.0,- · 박스 8주 · 폭 39% · 완전돌파 · 주가강도 65점,-
新赛股份,600540.SS,CN,미분류,5.18,2026-08-04,30,4.7,2.93,4.01,3.78,3.84,3.04,6.0,26.3,5.99,False,False,True,29.18,34.9,False,13.85,-62.6,30.7,False,53.0,39.0,- · 박스 6주 · 폭 26% · 주가강도 53점,-
"DexCom, Inc. - Common Stock",DXCM,US,미분류,86.45,2026-08-03,30,2.16,1.71,85.25,83.5,84.7,66.3,10.0,27.8,84.7,True,False,True,1.41,2.07,False,164.86,-47.6,6.6,False,66.0,38.0,- · 박스 10주 · 폭 28% · 주가강도 66점,-
DaVita Inc. Common Stock,DVA,US,미분류,190.9,2026-08-03,30,2.05,1.75,245.0,231.97,244.49,190.43,8.0,28.4,244.49,True,False,False,-22.08,-21.92,False,247.49,-22.9,22.9,False,67.0,38.0,- · 박스 8주 · 폭 28% · 주가강도 67점,-
NatWest Group plc American Depositary ,NWG,US,미분류,18.62,2026-08-03,30,2.22,1.55,19.36,19.16,19.31,14.91,12.0,29.5,19.36,False,False,False,-3.82,-3.57,False,241.8,-92.3,4.1,False,59.0,38.0,- · 박스 12주 · 폭 30% · 주가강도 59점,-
TSE2914,2914.T,JP,미분류,6780.0,2026-07-31,31,5.03,2.65,7000.0,7000.0,6832.0,5260.0,36.0,29.9,6832.0,True,True,False,-3.14,-0.76,False,7218.0,-6.1,6.1,False,65.0,66.0,- · 박스 36주 · 폭 30% · 완전돌파 · 주가강도 65점,-
"Castle Biosciences, Inc. - Common stoc",CSTL,US,미분류,35.5,2026-07-31,31,7.32,4.95,28.75,27.5,27.13,18.82,10.0,44.2,40.88,False,True,True,23.48,30.85,False,107.69,-67.0,19.8,False,86.0,64.0,- · 박스 10주 · 폭 44% · 완전돌파 · 주가강도 상위 14%,-
ANGELALIGN,6699.HK,HK,미분류,88.25,2026-08-03,31,8.2,6.51,86.45,85.35,84.4,65.05,10.0,29.7,94.9,False,True,True,2.08,4.56,False,490.0,-82.0,11.8,False,74.0,64.0,- · 박스 10주 · 폭 30% · 완전돌파 · 주가강도 74점,-
TSE6337,6337.T,JP,미분류,3200.0,2026-07-31,31,5.33,6.02,2965.0,2948.0,2884.0,2151.0,11.0,34.1,3265.0,False,True,True,7.93,10.96,False,8410.0,-62.0,14.9,False,83.0,64.0,- · 박스 11주 · 폭 34% · 완전돌파 · 주가강도 상위 17%,-
TSE6379,6379.T,JP,미분류,2919.0,2026-07-31,31,3.06,3.94,2765.0,2730.0,2708.0,2111.0,22.0,28.3,2769.0,False,True,True,5.57,7.79,False,3215.0,-9.2,9.2,False,75.0,60.0,- · 박스 22주 · 폭 28% · 완전돌파 · 주가강도 75점,-
杰克科技,603337.SS,CN,미분류,36.2,2026-08-03,31,9.02,3.41,47.0,44.6,43.48,34.75,9.0,25.1,47.97,False,True,False,-22.98,-16.74,False,57.33,-36.9,31.4,False,15.0,59.0,- · 박스 9주 · 폭 25% · 완전돌파 · 주가강도 15점,-
"CNO Financial Group, Inc. Common Stock",CNO,US,미분류,55.72,2026-07-31,31,7.66,1.75,57.59,54.83,54.09,42.35,15.0,27.7,54.09,True,True,True,-3.25,3.01,False,57.59,-3.2,3.2,False,71.0,58.0,- · 박스 15주 · 폭 28% · 완전돌파 · 주가강도 71점,-
CF PHARMTECH,2652.HK,HK,미분류,10.06,2026-08-03,31,9.71,4.75,21.8,16.16,21.2,14.82,7.0,43.0,39.5,False,False,False,-53.85,-52.55,False,48.8,-79.4,79.4,True,,58.0,- · 박스 7주 · 폭 43%,-
TSE6364,6364.T,JP,미분류,2463.0,2026-07-31,31,2.11,6.38,2423.0,2400.0,2373.0,1640.0,7.0,44.7,2373.0,True,True,True,1.65,3.79,False,2788.0,-11.7,11.7,False,74.0,58.0,- · 박스 7주 · 폭 45% · 완전돌파 · 주가강도 74점,-
Newell Brands Inc. - Common Stock,NWL,US,미분류,5.64,2026-07-31,31,28.4,3.93,6.6,5.5,6.2,4.76,6.0,30.3,6.2,True,False,False,-14.55,-9.03,False,55.45,-89.8,20.9,False,71.0,57.0,- · 박스 6주 · 폭 30% · 주가강도 71점,-
"Merit Medical Systems, Inc. - Common S",MMSI,US,미분류,86.18,2026-07-31,31,5.15,2.74,87.64,82.77,84.62,59.74,27.0,41.6,84.04,True,False,True,-1.67,1.84,False,111.45,-22.7,9.0,False,59.0,56.0,- · 박스 27주 · 폭 42% · 주가강도 59점,-
唐源电气,300789.SZ,CN,미분류,15.12,2026-08-03,31,5.49,4.02,20.0,18.21,19.53,14.04,7.0,39.1,25.88,False,False,False,-24.4,-22.58,False,44.39,-65.9,54.0,False,3.0,54.0,- · 박스 7주 · 폭 39% · 주가강도 3점,-
锦和商管,603682.SS,CN,미분류,9.63,2026-08-03,31,4.06,2.36,9.99,9.89,9.73,6.76,14.0,43.9,9.73,True,True,False,-3.6,-1.03,False,14.63,-34.2,29.2,False,81.0,52.0,- · 박스 14주 · 폭 44% · 완전돌파 · 주가강도 상위 19%,-
"Forum Energy Technologies, Inc. Common",FET,US,미분류,81.93,2026-07-31,31,19.42,2.29,61.42,56.29,59.61,46.51,11.0,28.2,65.43,False,False,True,33.39,37.44,False,740.6,-88.9,6.3,False,97.0,51.0,- · 박스 11주 · 폭 28% · 주가강도 상위 3% (최상위권),-
NMI Holdings Inc - Common Stock,NMIH,US,미분류,43.52,2026-07-31,31,4.17,1.5,45.25,43.56,44.74,34.84,40.0,28.4,44.74,True,False,False,-3.82,-2.73,False,46.74,-6.9,6.9,False,54.0,49.0,- · 박스 40주 · 폭 28% · 주가강도 54점,-
Perella Weinberg Partners - Class A Co,PWP,US,미분류,13.41,2026-07-31,31,32.19,2.65,19.71,16.27,17.57,14.11,8.0,24.5,25.92,False,False,False,-31.96,-23.68,False,27.03,-50.4,48.3,False,5.0,49.0,- · 박스 8주 · 폭 24% · 주가강도 5점,-
用友网络,600588.SS,CN,미분류,9.38,2026-08-03,31,2.8,4.4,11.39,11.1,11.22,8.73,8.0,28.5,16.49,False,False,False,-17.65,-16.4,False,54.35,-82.7,50.7,False,8.0,48.0,- · 박스 8주 · 폭 28% · 주가강도 8점,-
TFS Financial Corporation - Common Sto,TFSL,US,미분류,17.07,2026-07-31,31,3.1,2.58,18.61,18.33,18.53,14.45,15.0,28.2,18.53,True,False,False,-8.28,-7.88,False,22.54,-24.3,12.4,False,61.0,47.0,- · 박스 15주 · 폭 28% · 주가강도 61점,-
"Axos Financial, Inc. Common Stock",AX,US,미분류,92.68,2026-07-31,31,3.99,1.55,102.41,98.21,102.18,78.71,34.0,29.8,102.18,True,False,False,-9.5,-9.3,False,105.74,-12.4,12.4,False,44.0,45.0,- · 박스 34주 · 폭 30% · 주가강도 44점,-
"SPS Commerce, Inc. - Common Stock",SPSC,US,미분류,82.0,2026-07-31,31,8.92,2.11,71.7,69.0,71.21,50.39,10.0,41.3,96.54,False,False,True,14.36,15.15,False,218.74,-62.5,28.6,False,65.0,44.0,- · 박스 10주 · 폭 41% · 주가강도 65점,-
Diamondrock Hospitality Company - Comm,DRH,US,미분류,12.39,2026-07-31,31,2.71,1.99,13.26,13.1,13.24,10.25,12.0,29.2,13.24,True,False,False,-6.56,-6.42,False,22.0,-43.7,10.2,False,69.0,42.0,- · 박스 12주 · 폭 29% · 주가강도 69점,-
"Ryan Specialty Holdings, Inc. Class A ",RYAN,US,미분류,39.2,2026-07-31,31,6.6,1.55,47.0,44.13,46.82,32.69,7.0,43.2,49.46,False,False,False,-16.6,-16.28,False,77.16,-49.2,33.8,False,29.0,40.0,- · 박스 7주 · 폭 43% · 주가강도 29점,-
KINGSOFT CLOUD,3896.HK,HK,미분류,4.93,2026-08-03,31,3.79,2.16,6.03,5.96,6.02,4.22,7.0,42.7,9.75,False,False,False,-18.24,-18.11,False,11.4,-56.8,49.4,False,8.0,34.0,- · 박스 7주 · 폭 43% · 주가강도 8점,-
