종목명,코드,시장,섹터,현재가,갭일,갭후일수,갭크기%,거래량배수,갭시가,갭저가,박스고점,박스저점,횡보주,횡보폭%,6개월고점,성곽돌파,완전돌파,갭유지,갭시가대비%,박스위%,막돌파,사상최고가,최고가대비%,52주고점대비%,신규상장,상대강도,갭점수,투자포인트,소개
"PubMatic, Inc. - Class A Common Stock",PUBM,US,기술·IT,16.78,2026-08-07,26,28.78,5.91,17.36,17.07,14.04,11.09,7.0,26.6,14.04,True,True,True,-3.34,19.52,False,76.96,-78.2,9.0,False,94.0,75.0,기술·IT 소형주 · 시총 7억달러 · 박스 7주 · 폭 27% · 완전돌파 · 주가강도 상위 6% (최상위권),기술·IT
"Manitowoc Company, Inc. (The) Common S",MTW,US,산업재,20.56,2026-08-07,26,20.62,5.16,17.14,17.14,14.83,11.68,9.0,27.0,15.56,True,True,True,19.95,38.64,False,46.64,-55.9,4.4,False,92.0,75.0,농기계·중장비 소형주 · 시총 8억달러 · ROE 3% · 박스 9주 · 폭 27% · 완전돌파 · 주가강도 상위 8% (최상위권),농기계·중장비
Karat Packaging Inc. - Common Stock,KRT,US,미분류,49.45,2026-08-07,26,5.76,3.15,44.81,44.81,43.0,30.43,6.0,41.3,43.0,True,True,True,10.35,15.0,False,50.81,-2.7,2.7,False,95.0,74.0,- · 박스 6주 · 폭 41% · 완전돌파 · 주가강도 상위 5% (최상위권),-
海正药业,600267.SS,CN,미분류,11.3,2026-08-10,26,5.8,5.07,13.87,13.7,13.11,9.35,40.0,40.2,13.11,True,True,False,-18.53,-13.81,False,28.31,-60.1,24.7,False,50.0,71.0,- · 박스 40주 · 폭 40% · 완전돌파 · 주가강도 50점,-
TSE7832,7832.T,JP,미분류,5559.0,2026-08-07,26,5.08,3.23,5133.0,5132.0,5032.0,3530.0,40.0,42.5,4925.0,True,True,True,8.3,10.47,False,5850.0,-5.0,5.0,False,79.0,70.0,- · 박스 40주 · 폭 42% · 완전돌파 · 주가강도 79점,-
"QuinStreet, Inc. - Common Stock",QNST,US,미분류,18.36,2026-08-07,26,29.37,7.0,19.69,19.21,18.02,12.63,7.0,42.7,18.02,True,True,False,-6.75,1.89,False,26.27,-30.1,17.6,False,78.0,68.0,- · 박스 7주 · 폭 43% · 완전돌파 · 주가강도 78점,-
"Doximity, Inc. Class A Common Stock",DOCS,US,헬스케어,25.81,2026-08-07,26,88.12,17.53,38.87,27.16,23.57,18.36,11.0,28.4,35.83,True,True,False,-33.59,9.5,False,107.79,-76.1,66.3,False,20.0,68.0,의료정보 서비스 소형주 · 시총 44억달러 · ROE 17% · 박스 11주 · 폭 28% · 완전돌파 · 주가강도 20점,의료정보 서비스
"DoubleVerify Holdings, Inc. Common Sto",DV,US,통신·미디어,13.5,2026-08-07,26,12.98,13.04,13.23,13.2,12.11,9.52,10.0,27.2,12.11,True,True,True,2.04,11.48,False,48.42,-72.1,1.1,False,68.0,68.0,광고 소형주 · 시총 21억달러 · ROE 5% · 박스 10주 · 폭 27% · 완전돌파 · 주가강도 68점,광고
"Corsair Gaming, Inc. - Common Stock",CRSR,US,미분류,13.36,2026-08-07,26,19.53,3.29,12.68,11.78,11.44,8.05,9.0,42.1,13.1,False,True,True,5.35,16.78,False,51.37,-74.0,10.8,False,95.0,66.0,- · 박스 9주 · 폭 42% · 완전돌파 · 주가강도 상위 5% (최상위권),-
"Halozyme Therapeutics, Inc. - Common S",HALO,US,헬스케어,106.25,2026-08-07,26,4.94,4.22,90.0,90.0,86.0,67.02,8.0,28.3,86.0,True,True,True,18.06,23.55,False,111.15,-4.4,4.4,False,88.0,66.0,바이오 중형주 · 시총 123억달러 · ROE 174% · 박스 8주 · 폭 28% · 완전돌파 · 주가강도 상위 12%,바이오
PILOT CORP(NEW).PORSCHE INN.,7846.T,JP,산업재,2100.0,2026-08-07,26,6.62,2.82,1933.5,1900.0,1862.5,1477.0,40.0,26.1,1862.5,True,True,True,8.61,12.75,False,2333.33,-10.0,2.5,False,76.0,66.0,"사무기기 소형주 · 시총 2,129억엔 · ROE 10% · 박스 40주 · 폭 26% · 완전돌파 · 주가강도 76점",사무기기
"ICU Medical, Inc. - Common Stock",ICUI,US,헬스케어,155.88,2026-08-07,26,9.61,3.0,182.35,180.88,176.27,141.98,6.0,24.2,176.27,True,True,False,-14.52,-11.57,False,321.7,-51.5,19.2,False,53.0,63.0,의료기기·소모품 소형주 · 시총 40억달러 · ROE 1% · 박스 6주 · 폭 24% · 완전돌파 · 주가강도 53점,의료기기·소모품
"Sprout Social, Inc - Class A Common St",SPT,US,미분류,11.28,2026-08-07,26,17.34,2.73,9.61,9.46,9.12,6.5,6.0,40.3,9.12,True,True,True,17.38,23.68,False,145.42,-92.2,24.3,False,82.0,63.0,- · 박스 6주 · 폭 40% · 완전돌파 · 주가강도 상위 18%,-
"FIGS, Inc. Class A Common Stock",FIGS,US,미분류,13.28,2026-08-07,26,35.23,3.7,15.2,14.11,13.17,9.17,12.0,43.6,17.48,False,True,False,-12.63,0.84,False,50.4,-73.7,24.0,False,64.0,63.0,- · 박스 12주 · 폭 44% · 완전돌파 · 주가강도 64점,-
"Funko, Inc. - Class A Common Stock",FNKO,US,경기소비재,5.34,2026-08-07,26,30.78,4.19,6.91,5.61,6.58,5.09,8.0,29.3,6.58,True,False,False,-22.66,-18.84,False,31.12,-82.8,27.3,False,76.0,62.0,레저 소형주 · 시총 3억달러 · 박스 8주 · 폭 29% · 주가강도 76점,레저
Maplebear Inc. - Common Stock,CART,US,경기소비재,46.81,2026-08-07,26,11.04,3.56,50.0,46.35,49.21,37.99,12.0,29.5,49.21,True,False,False,-6.38,-4.88,False,53.5,-12.5,11.1,False,47.0,61.0,온라인 유통 중형주 · 시총 111억달러 · ROE 16% · 박스 12주 · 폭 30% · 주가강도 47점,온라인 유통
Fox Factory Holding Corp. - Common Sto,FOXF,US,경기소비재,19.16,2026-08-07,26,12.57,3.47,21.23,19.76,20.0,15.68,12.0,27.6,20.98,True,False,False,-9.75,-4.2,False,190.29,-89.9,30.3,False,39.0,61.0,자동차부품 소형주 · 시총 9억달러 · 박스 12주 · 폭 28% · 주가강도 39점,자동차부품
TSE6490,6490.T,JP,미분류,9030.0,2026-08-07,26,11.31,2.92,11810.0,9980.0,11650.0,8160.0,16.0,42.8,11650.0,True,False,False,-23.54,-22.49,False,12080.0,-25.2,25.2,False,84.0,61.0,- · 박스 16주 · 폭 43% · 주가강도 상위 16%,-
"Concentra Group Holdings Parent, Inc. ",CON,US,헬스케어,35.62,2026-08-07,26,12.21,2.12,34.27,32.09,32.86,26.29,8.0,25.0,32.86,True,False,True,3.94,8.4,False,36.05,-1.2,1.2,False,87.0,60.0,의료시설 소형주 · 시총 43억달러 · ROE 47% · 박스 8주 · 폭 25% · 주가강도 상위 13%,의료시설
"Cloudflare, Inc. Class A Common Stock",NET,US,미분류,327.23,2026-08-07,26,11.8,2.43,318.0,295.89,305.0,212.32,9.0,43.7,305.0,True,False,True,2.9,7.29,False,334.6,-2.2,2.2,False,87.0,60.0,- · 박스 9주 · 폭 44% · 주가강도 상위 13%,-
Twilio Inc. Class A Common Stock,TWLO,US,미분류,242.16,2026-08-07,26,21.77,3.59,235.25,227.02,229.22,179.2,8.0,27.9,238.48,False,False,True,2.94,5.65,False,457.3,-47.0,6.3,False,93.0,60.0,- · 박스 8주 · 폭 28% · 주가강도 상위 7% (최상위권),-
Embecta Corp. - Common Stock,EMBC,US,헬스케어,5.09,2026-08-07,26,18.29,3.05,4.14,3.96,3.9,3.01,10.0,29.5,13.44,False,True,True,22.95,30.58,False,49.0,-89.6,67.3,False,26.0,59.0,의료기기·소모품 소형주 · 시총 3억달러 · 박스 10주 · 폭 30% · 완전돌파 · 주가강도 26점,의료기기·소모품
华智数媒,300426.SZ,CN,통신·미디어,6.94,2026-08-10,26,19.19,4.42,7.08,6.38,6.76,4.88,10.0,38.5,10.88,False,False,True,-1.98,2.66,False,40.39,-82.8,38.6,False,33.0,58.0,엔터테인먼트 소형주 · 시총 35억위안 · 박스 10주 · 폭 38% · 주가강도 33점,엔터테인먼트
Gold Fields Limited American Depositar,GFI,US,미분류,42.91,2026-08-07,26,9.67,1.78,40.95,40.51,37.86,31.11,6.0,21.7,59.36,False,True,True,4.79,13.34,False,61.64,-30.4,30.4,False,41.0,56.0,- · 박스 6주 · 폭 22% · 완전돌파 · 주가강도 41점,-
James Hardie Industries plc. Ordinary ,JHX,US,미분류,27.06,2026-08-07,26,6.89,1.58,29.93,29.59,28.65,23.86,7.0,20.1,28.65,True,True,False,-9.59,-5.55,False,43.57,-37.9,13.9,False,66.0,56.0,- · 박스 7주 · 폭 20% · 완전돌파 · 주가강도 66점,-
EuroDry Ltd. - Common Shares,EDRY,US,미분류,67.3,2026-08-07,26,2.41,2.15,30.54,30.48,30.07,20.76,6.0,44.8,30.07,True,True,True,120.37,123.81,False,71.84,-6.3,6.3,False,99.0,55.0,- · 박스 6주 · 폭 45% · 완전돌파 · 주가강도 상위 1% (최상위권),-
WUXI APPTEC,2359.HK,HK,미분류,194.0,2026-08-10,26,2.96,2.39,198.0,196.8,193.0,143.4,6.0,34.6,193.0,True,True,True,-2.02,0.52,False,212.8,-8.8,8.8,False,93.0,55.0,- · 박스 6주 · 폭 35% · 완전돌파 · 주가강도 상위 7% (최상위권),-
GitLab Inc. - Class A Common Stock,GTLB,US,미분류,49.1,2026-08-07,26,5.23,1.87,37.54,37.52,37.23,27.34,6.0,36.1,37.23,True,True,True,30.78,31.88,False,137.0,-64.2,11.6,False,89.0,54.0,- · 박스 6주 · 폭 36% · 완전돌파 · 주가강도 상위 11%,-
Genmab A/S - American Depositary Share,GMAB,US,미분류,34.15,2026-08-07,26,5.4,1.85,31.44,30.92,29.86,23.62,23.0,26.4,32.04,False,True,True,8.62,14.37,False,103.19,-66.9,3.6,False,72.0,53.0,- · 박스 23주 · 폭 26% · 완전돌파 · 주가강도 72점,-
"Ziff Davis, Inc. - Common Stock",ZD,US,통신·미디어,59.21,2026-08-07,26,11.76,2.32,56.94,52.75,55.46,43.44,10.0,27.7,55.46,True,False,True,3.99,6.76,False,135.0,-56.1,1.3,False,85.0,52.0,광고 소형주 · 시총 19억달러 · 박스 10주 · 폭 28% · 주가강도 상위 15%,광고
Alamos Gold Inc. Class A Common Shares,AGI,US,미분류,35.17,2026-08-07,26,7.33,1.63,33.38,32.44,32.34,27.05,6.0,19.6,55.41,False,True,True,5.36,8.75,False,55.41,-36.5,36.5,False,24.0,52.0,- · 박스 6주 · 폭 20% · 완전돌파 · 주가강도 24점,-
Kinross Gold Corporation Common Stock,KGC,US,미분류,28.04,2026-08-07,26,6.17,1.67,27.2,27.02,26.12,22.29,6.0,17.2,37.78,False,True,True,3.09,7.35,False,39.11,-28.3,28.3,False,39.0,52.0,- · 박스 6주 · 폭 17% · 완전돌파 · 주가강도 39점,-
"Spectrum Brands Holdings, Inc. Common ",SPB,US,필수소비재,85.66,2026-08-07,26,9.34,2.17,96.5,88.02,92.29,71.63,18.0,28.8,92.29,True,False,False,-11.23,-7.18,False,1528.74,-94.4,13.5,False,69.0,52.0,생활용품 소형주 · 시총 20억달러 · ROE 4% · 박스 18주 · 폭 29% · 주가강도 69점,생활용품
SUMITOMO RUBBER INDUSTRIES,5110.T,JP,경기소비재,1994.0,2026-08-07,26,4.91,2.65,2456.5,2440.5,2360.0,1901.0,21.0,24.1,2798.5,False,True,False,-18.83,-15.51,False,2798.5,-28.7,28.7,False,27.0,52.0,"자동차부품 중형주 · 시총 5,218억엔 · ROE 9% · 박스 21주 · 폭 24% · 완전돌파 · 주가강도 27점",자동차부품
药明康德,603259.SS,CN,미분류,156.67,2026-08-10,26,3.34,1.96,159.99,157.93,155.48,114.52,6.0,35.8,155.48,True,True,True,-2.08,0.77,False,173.6,-9.8,9.8,False,89.0,52.0,- · 박스 6주 · 폭 36% · 완전돌파 · 주가강도 상위 11%,-
BGF리테일,282330.KS,KR,필수소비재,141800.0,2026-08-07,26,6.29,2.56,141900.0,141200.0,134200.0,107200.0,8.0,25.2,147800.0,False,True,True,-0.07,5.66,False,249000.0,-43.1,9.5,False,65.0,51.0,식품 유통 중형주 · 시총 2.5조원 · ROE 17% · 박스 8주 · 폭 25% · 완전돌파 · 주가강도 65점,식품 유통
"iRhythm Holdings, Inc.  - Common Stock",IRTC,US,미분류,111.88,2026-08-07,26,2.69,3.09,131.57,123.56,130.0,100.85,21.0,28.9,164.69,False,False,False,-14.97,-13.94,False,286.19,-60.9,47.2,False,16.0,50.0,- · 박스 21주 · 폭 29% · 주가강도 16점,-
"PRA Group, Inc. - Common Stock",PRAA,US,미분류,19.29,2026-08-07,26,12.01,1.73,20.33,19.62,19.48,15.74,6.0,23.8,22.55,False,True,False,-5.12,-0.98,False,65.0,-70.3,14.5,False,59.0,50.0,- · 박스 6주 · 폭 24% · 완전돌파 · 주가강도 59점,-
"Interface, Inc. - Common Stock",TILE,US,경기소비재,34.37,2026-08-07,26,7.55,2.28,37.75,36.49,36.66,30.28,8.0,21.1,36.66,True,False,False,-8.95,-6.25,False,40.5,-15.1,15.1,False,59.0,50.0,가구·생활용품 소형주 · 시총 20억달러 · ROE 23% · 박스 8주 · 폭 21% · 주가강도 59점,가구·생활용품
Dauch Corporation Common Stock,DCH,US,미분류,6.1,2026-08-07,26,9.52,2.48,6.21,6.17,6.11,4.92,6.0,24.2,9.25,False,True,False,-1.77,-0.16,False,42.1,-85.5,34.1,False,32.0,50.0,- · 박스 6주 · 폭 24% · 완전돌파 · 주가강도 32점,-
Harmony Gold Mining Company Limited,HMY,US,미분류,19.54,2026-08-07,26,10.86,1.51,20.01,19.4,18.4,14.19,9.0,29.7,22.94,False,True,True,-2.35,6.2,False,26.06,-25.0,25.0,False,55.0,50.0,- · 박스 9주 · 폭 30% · 완전돌파 · 주가강도 55점,-
Wheaton Precious Metals Corp Common Sh,WPM,US,미분류,150.02,2026-08-07,26,6.35,1.71,133.26,132.56,125.59,101.59,6.0,23.6,165.76,False,True,True,12.58,19.45,False,165.76,-9.5,9.5,False,66.0,50.0,- · 박스 6주 · 폭 24% · 완전돌파 · 주가강도 66점,-
"Amphastar Pharmaceuticals, Inc. - Comm",AMPH,US,헬스케어,23.64,2026-08-07,26,13.48,2.51,22.48,20.4,22.0,17.0,11.0,29.4,29.46,False,False,True,5.16,7.45,False,67.66,-65.1,19.9,False,47.0,49.0,헬스케어 소형주 · 시총 10억달러 · ROE 10% · 박스 11주 · 폭 29% · 주가강도 47점,헬스케어
"Caris Life Sciences, Inc. - Common Sto",CAI,US,헬스케어,28.5,2026-08-07,26,3.47,2.68,20.69,20.12,20.11,14.19,14.0,41.7,23.0,False,True,True,37.71,41.72,False,42.5,-32.9,17.5,True,76.0,49.0,바이오 중형주 · 시총 70억달러 · ROE 20% · 박스 14주 · 폭 42% · 완전돌파 · 주가강도 76점,바이오
"The RealReal, Inc. - Common Stock",REAL,US,미분류,9.44,2026-08-07,26,6.66,3.9,13.62,12.21,13.26,10.03,7.0,32.1,14.06,False,False,False,-30.69,-28.78,False,30.22,-68.8,45.7,False,14.0,49.0,- · 박스 7주 · 폭 32% · 주가강도 14점,-
Diageo plc Common Stock,DEO,US,필수소비재,86.8,2026-08-07,26,4.33,2.65,96.82,95.93,94.21,72.98,18.0,29.1,102.74,False,True,False,-10.35,-7.87,False,223.14,-61.1,15.5,False,39.0,49.0,필수소비재 중형주 · 시총 484억달러 · ROE 15% · 박스 18주 · 폭 29% · 완전돌파 · 주가강도 39점,필수소비재
金达威,002626.SZ,CN,미분류,16.14,2026-08-10,26,8.09,2.54,16.17,15.75,16.08,12.9,11.0,24.7,20.27,False,False,True,-0.19,0.37,False,64.48,-75.0,28.1,False,30.0,49.0,- · 박스 11주 · 폭 25% · 주가강도 30점,-
博腾股份,300363.SZ,CN,미분류,21.22,2026-08-10,26,4.26,3.22,21.31,21.08,20.44,14.83,6.0,37.8,25.45,False,True,True,-0.42,3.82,False,109.77,-80.7,30.2,False,57.0,49.0,- · 박스 6주 · 폭 38% · 완전돌파 · 주가강도 57점,-
"CarGurus, Inc. - Class A Common Stock",CARG,US,미분류,35.0,2026-08-07,26,9.95,1.64,40.0,37.92,37.99,30.74,6.0,23.6,38.66,True,False,False,-12.5,-7.87,False,57.25,-38.9,15.1,False,43.0,48.0,- · 박스 6주 · 폭 24% · 주가강도 43점,-
BioMarin Pharmaceutical Inc. - Common ,BMRN,US,미분류,64.45,2026-08-07,26,5.48,2.2,64.83,62.2,63.05,49.26,22.0,28.0,66.28,False,False,True,-0.59,2.22,False,151.75,-57.5,9.2,False,62.0,47.0,- · 박스 22주 · 폭 28% · 주가강도 62점,-
TSE3402,3402.T,JP,미분류,1226.5,2026-08-07,26,2.31,2.23,1329.5,1309.5,1306.0,1037.0,21.0,25.9,1353.5,False,True,False,-7.75,-6.09,False,1395.0,-12.1,12.1,False,54.0,47.0,- · 박스 21주 · 폭 26% · 완전돌파 · 주가강도 54점,-
Perpetua Resources Corp. - Common Shar,PPTA,US,미분류,22.69,2026-08-07,26,7.18,1.53,24.47,24.06,23.27,16.43,6.0,41.6,37.37,False,True,False,-7.27,-2.51,False,37.37,-39.3,39.3,False,23.0,46.0,- · 박스 6주 · 폭 42% · 완전돌파 · 주가강도 23점,-
Aris Mining Corporation Common Shares,ARIS,US,미분류,18.56,2026-08-07,26,7.57,1.64,16.91,16.85,16.73,13.21,6.0,26.6,23.29,False,True,True,9.76,10.94,False,900.38,-97.9,20.3,False,69.0,46.0,- · 박스 6주 · 폭 27% · 완전돌파 · 주가강도 69점,-
Equinox Gold Corp. Common Shares,EQX,US,미분류,11.86,2026-08-07,26,7.36,2.23,11.53,11.38,10.84,8.48,6.0,27.8,18.96,False,True,True,2.86,9.41,False,18.96,-37.4,37.4,False,29.0,46.0,- · 박스 6주 · 폭 28% · 완전돌파 · 주가강도 29점,-
Iamgold Corporation Ordinary Shares,IAG,US,미분류,19.64,2026-08-07,26,7.61,2.28,17.25,17.16,17.02,13.62,6.0,25.0,24.87,False,True,True,13.86,15.39,False,24.87,-21.0,21.0,False,67.0,46.0,- · 박스 6주 · 폭 25% · 완전돌파 · 주가강도 67점,-
"HCI Group, Inc. Common Stock",HCI,US,미분류,186.22,2026-08-07,26,4.48,1.59,188.99,185.0,186.17,144.75,29.0,28.6,186.17,True,False,True,-1.47,0.03,False,210.5,-11.5,11.5,False,49.0,45.0,- · 박스 29주 · 폭 29% · 주가강도 49점,-
TSE5970,5970.T,JP,미분류,2220.0,2026-08-07,26,4.53,1.94,2262.0,2223.0,2233.0,1773.0,40.0,25.9,2233.0,True,False,False,-1.86,-0.58,False,2569.0,-13.6,7.2,False,52.0,45.0,- · 박스 40주 · 폭 26% · 주가강도 52점,-
秦安股份,603758.SS,CN,미분류,10.14,2026-08-10,26,4.96,2.5,11.0,10.8,10.7,8.39,8.0,27.5,15.1,False,True,False,-7.82,-5.23,False,27.26,-62.8,48.8,False,11.0,45.0,- · 박스 8주 · 폭 28% · 완전돌파 · 주가강도 11점,-
"Willdan Group, Inc. - Common Stock",WLDN,US,미분류,77.83,2026-08-07,26,16.66,2.16,85.97,79.15,82.99,67.18,6.0,23.5,121.29,False,False,False,-9.47,-6.22,False,137.0,-43.2,43.2,False,13.0,44.0,- · 박스 6주 · 폭 24% · 주가강도 13점,-
鹏欣资源,600490.SS,CN,미분류,7.06,2026-08-10,26,10.03,1.82,7.9,7.61,7.81,5.51,10.0,41.7,12.07,False,False,False,-10.63,-9.6,False,20.67,-65.8,41.5,False,34.0,44.0,- · 박스 10주 · 폭 42% · 주가강도 34점,-
"Savers Value Village, Inc. Common Stoc",SVV,US,경기소비재,9.28,2026-08-07,26,4.49,3.31,11.4,10.87,11.09,8.74,9.0,26.9,11.62,False,False,False,-18.6,-16.32,False,26.88,-65.5,33.2,False,28.0,43.0,전문 유통 소형주 · 시총 16억달러 · ROE 6% · 박스 9주 · 폭 27% · 주가강도 28점,전문 유통
"Dropbox, Inc. - Class A Common Stock",DBX,US,미분류,37.63,2026-08-07,26,2.03,2.34,35.24,33.92,35.17,24.57,13.0,43.1,35.17,True,False,True,6.78,6.99,False,43.5,-13.5,1.4,False,78.0,42.0,- · 박스 13주 · 폭 43% · 주가강도 78점,-
Gen Digital Inc. - Common Stock,GEN,US,미분류,31.23,2026-08-07,26,3.2,1.89,29.0,27.64,28.5,22.46,11.0,26.9,28.5,True,False,True,7.69,9.58,False,34.2,-8.7,1.3,False,70.0,42.0,- · 박스 11주 · 폭 27% · 주가강도 70점,-
BeOne Medicines Ltd. - American Deposi,ONC,US,미분류,346.5,2026-08-07,26,4.75,1.91,345.47,341.86,333.87,259.09,7.0,28.9,372.73,False,True,True,0.3,3.78,False,426.56,-18.8,10.1,False,63.0,40.0,- · 박스 7주 · 폭 29% · 완전돌파 · 주가강도 63점,-
Zai Lab Limited - American Depositary ,ZLAB,US,헬스케어,24.8,2026-08-07,26,5.17,2.37,21.96,21.58,21.8,17.19,7.0,26.8,25.28,False,False,True,12.93,13.76,False,193.54,-87.2,28.6,False,70.0,40.0,바이오 소형주 · 시총 29억달러 · 박스 7주 · 폭 27% · 주가강도 70점,바이오
DAQO New Energy Corp. American Deposit,DQ,US,미분류,11.26,2026-08-07,26,3.54,1.65,14.03,14.03,13.9,11.38,6.0,22.1,26.16,False,True,False,-19.74,-18.99,False,130.33,-91.4,69.2,False,1.0,40.0,- · 박스 6주 · 폭 22% · 완전돌파 · 주가강도 1점,-
"Lyft, Inc. - Class A Common Stock",LYFT,US,미분류,15.69,2026-08-07,26,3.19,1.89,16.82,16.41,16.8,13.16,10.0,27.7,17.1,False,False,False,-6.72,-6.61,False,88.6,-82.3,38.6,False,32.0,34.0,- · 박스 10주 · 폭 28% · 주가강도 32점,-
Ivanhoe Electric Inc. Common Stock,IE,US,미분류,9.29,2026-08-07,26,4.58,1.85,11.19,10.9,11.06,7.86,6.0,40.8,18.9,False,False,False,-16.98,-16.0,False,21.55,-56.9,56.9,False,10.0,34.0,- · 박스 6주 · 폭 41% · 주가강도 10점,-
OceanaGold Corporation Common Shares,OGC,US,미분류,28.88,2026-08-07,26,4.88,1.61,27.53,27.15,27.19,21.9,6.0,24.2,43.33,False,False,True,4.9,6.22,False,43.33,-33.3,33.3,False,46.0,34.0,- · 박스 6주 · 폭 24% · 주가강도 46점,-
飞乐音响,600651.SS,CN,미분류,5.14,2026-08-10,26,2.81,2.07,6.58,6.29,6.4,4.98,8.0,28.5,8.78,False,False,False,-21.88,-19.69,False,28.15,-81.7,49.6,False,5.0,34.0,- · 박스 8주 · 폭 28% · 주가강도 5점,-
"The Honest Company, Inc. - Common Stoc",HNST,US,필수소비재,5.43,2026-08-06,27,26.88,14.79,4.89,4.84,4.12,3.37,8.0,22.6,4.12,True,True,True,11.16,31.64,False,23.88,-77.3,9.7,False,91.0,75.0,생활용품 소형주 · 시총 6억달러 · 박스 8주 · 폭 23% · 완전돌파 · 주가강도 상위 9% (최상위권),생활용품
"Paysign, Inc. - Common Stock",PAYS,US,미분류,12.17,2026-08-06,27,8.03,5.69,10.36,10.3,9.6,7.44,6.0,29.0,9.6,True,True,True,17.47,26.77,False,18.67,-34.8,15.7,False,98.0,75.0,- · 박스 6주 · 폭 29% · 완전돌파 · 주가강도 상위 2% (최상위권),-
"Delcath Systems, Inc. - Common Stock",DCTH,US,미분류,16.17,2026-08-06,27,11.08,6.17,14.03,14.0,13.74,11.04,8.0,24.5,13.74,True,True,True,15.25,17.69,False,7210.0,-99.8,7.2,False,88.0,72.0,- · 박스 8주 · 폭 24% · 완전돌파 · 주가강도 상위 12%,-
WPP plc American Depositary Shares,WPP,US,미분류,25.82,2026-08-06,27,25.86,5.72,25.94,25.4,21.79,15.11,18.0,44.2,21.79,True,True,True,-0.46,18.49,False,123.33,-79.1,7.1,False,74.0,72.0,- · 박스 18주 · 폭 44% · 완전돌파 · 주가강도 74점,-
TSE6645,6645.T,JP,미분류,5909.0,2026-08-06,27,9.59,4.56,6500.0,6451.0,6383.0,4937.0,14.0,29.3,6383.0,True,True,False,-9.09,-7.43,False,12115.0,-51.2,18.4,False,72.0,72.0,- · 박스 14주 · 폭 29% · 완전돌파 · 주가강도 72점,-
TSE5480,5480.T,JP,미분류,5360.0,2026-08-06,27,7.52,7.45,5360.0,5360.0,5320.0,4100.0,36.0,29.8,5320.0,True,True,True,0.0,0.75,False,17130.0,-68.7,7.4,False,63.0,71.0,- · 박스 36주 · 폭 30% · 완전돌파 · 주가강도 63점,-
"Magnite, Inc. - Common Stock",MGNI,US,미분류,23.71,2026-08-06,27,11.27,3.55,23.0,22.6,21.41,16.6,7.0,29.0,21.41,True,True,True,3.09,10.74,False,64.39,-63.2,9.5,False,81.0,67.0,- · 박스 7주 · 폭 29% · 완전돌파 · 주가강도 상위 19%,-
"Heritage Insurance Holdings, Inc. Comm",HRTG,US,미분류,34.78,2026-08-06,27,14.26,2.71,34.54,31.15,30.56,23.97,6.0,27.5,31.16,True,True,True,0.69,13.83,False,36.5,-4.7,4.7,False,80.0,67.0,- · 박스 6주 · 폭 28% · 완전돌파 · 주가강도 상위 20%,-
Encompass Health Corporation Common St,EHC,US,미분류,122.0,2026-08-06,27,12.54,2.12,124.81,119.36,119.27,92.77,38.0,28.6,117.17,True,True,True,-2.25,2.29,False,127.99,-4.7,4.7,False,57.0,65.0,- · 박스 38주 · 폭 29% · 완전돌파 · 주가강도 57점,-
TSE3036,3036.T,JP,미분류,3260.0,2026-08-06,27,2.06,9.52,3225.0,3180.0,3160.0,2223.0,21.0,42.2,3310.0,False,True,True,1.09,3.16,False,3785.0,-13.9,13.9,False,80.0,65.0,- · 박스 21주 · 폭 42% · 완전돌파 · 주가강도 상위 20%,-
"CACI International, Inc. Class A Commo",CACI,US,미분류,636.4,2026-08-06,27,6.66,3.24,552.54,551.37,549.51,434.7,16.0,26.4,638.07,False,True,True,15.18,15.81,False,683.5,-6.9,6.9,False,63.0,63.0,- · 박스 16주 · 폭 26% · 완전돌파 · 주가강도 63점,-
Marriott Vacations Worldwide Corporati,VAC,US,미분류,101.15,2026-08-06,27,8.88,3.8,110.77,107.55,105.97,84.51,9.0,25.4,105.97,True,True,False,-8.68,-4.55,False,190.97,-47.0,23.0,False,77.0,63.0,- · 박스 9주 · 폭 25% · 완전돌파 · 주가강도 77점,-
